Comparações_AVL	Tamanho_AVL	Comparações_ABB	Tamanho_ABB
16	37366	25	37366
15	3732	24	3732
17	69092	22	69092
13	13541	24	13541
16	63707	21	63707
16	14460	21	14460
15	33872	19	33872
15	16111	13	16111
17	40022	22	40022
17	37944	25	37944
16	35407	22	35407
17	37167	21	37167
17	63907	25	63907
17	44186	25	44186
17	2783	17	2783
17	62929	28	62929
16	25231	24	25231
15	11880	22	11880
14	28289	20	28289
16	68026	20	68026
10	2545	21	2545
16	5632	26	5632
16	54751	17	54751
17	27636	21	27636
15	31954	16	31954
11	9131	11	9131
15	60067	23	60067
17	25233	23	25233
16	22848	15	22848
17	40151	19	40151
14	24325	21	24325
15	33857	26	33857
9	259	12	259
16	26319	24	26319
15	31509	18	31509
17	38203	22	38203
17	61725	29	61725
17	45027	18	45027
14	32109	24	32109
13	12263	19	12263
16	47810	26	47810
16	1389	16	1389
17	37493	16	37493
15	19677	10	19677
17	61800	25	61800
14	25724	12	25724
17	47966	15	47966
15	59826	12	59826
16	4620	18	4620
15	29949	26	29949
11	20928	19	20928
16	32255	19	32255
14	14221	25	14221
16	52882	25	52882
17	41385	17	41385
17	54466	17	54466
15	40584	21	40584
15	20789	21	20789
17	55142	21	55142
16	6971	18	6971
16	30998	20	30998
11	277	13	277
15	53582	23	53582
18	57316	15	57316
16	31786	25	31786
16	68136	25	68136
15	25393	20	25393
17	53164	21	53164
14	6596	13	6596
15	37655	17	37655
15	30973	17	30973
16	54337	12	54337
15	51499	18	51499
15	27002	17	27002
16	7222	19	7222
13	4967	16	4967
13	11841	20	11841
18	11267	17	11267
13	33241	22	33241
14	25487	19	25487
18	62474	21	62474
17	61832	16	61832
14	46939	11	46939
10	3266	14	3266
17	32081	19	32081
14	15738	20	15738
15	8709	18	8709
16	45671	25	45671
12	21578	24	21578
16	43806	24	43806
1	10	4	10
16	26753	23	26753
17	7334	21	7334
14	11089	19	11089
16	42474	25	42474
12	34335	17	34335
14	33577	30	33577
16	26047	17	26047
14	39301	26	39301
16	37887	22	37887
14	26919	23	26919
14	31833	15	31833
14	58334	20	58334
15	52405	17	52405
15	24306	16	24306
16	26517	18	26517
15	34882	22	34882
17	47597	18	47597
18	14499	13	14499
16	64737	21	64737
16	26690	16	26690
15	46690	22	46690
17	11583	13	11583
17	46847	26	46847
11	12	5	12
16	18925	21	18925
16	14688	20	14688
15	9813	20	9813
16	53260	22	53260
16	24616	23	24616
16	35859	19	35859
15	68912	20	68912
16	46857	23	46857
18	50098	23	50098
14	25831	20	25831
15	8689	20	8689
15	38431	18	38431
16	54587	26	54587
16	32995	20	32995
16	64947	14	64947
17	65820	19	65820
12	10318	19	10318
17	66619	22	66619
18	57601	25	57601
12	35430	22	35430
17	61355	20	61355
16	14290	17	14290
15	49289	22	49289
17	61137	22	61137
16	58483	24	58483
17	60880	19	60880
15	41088	19	41088
15	25821	22	25821
17	56157	29	56157
14	32127	24	32127
13	11985	26	11985
14	39416	15	39416
16	14679	22	14679
12	4293	18	4293
15	16861	16	16861
17	18639	25	18639
16	60373	24	60373
16	14927	17	14927
18	66953	25	66953
16	53937	22	53937
18	57897	22	57897
16	54553	17	54553
15	19366	20	19366
17	49252	25	49252
15	7837	15	7837
15	28540	25	28540
17	12683	15	12683
17	66319	21	66319
17	65772	15	65772
18	53770	21	53770
16	22140	18	22140
16	51928	23	51928
15	15896	17	15896
17	67695	23	67695
15	48990	22	48990
15	34671	23	34671
16	58725	20	58725
14	15315	16	15315
16	5586	11	5586
18	53385	22	53385
13	1113	17	1113
16	27003	24	27003
17	26842	26	26842
17	44418	26	44418
17	10939	12	10939
16	14738	18	14738
16	5322	19	5322
11	6657	13	6657
17	40341	20	40341
14	50516	19	50516
13	14493	23	14493
17	63198	21	63198
15	10812	16	10812
15	41004	23	41004
16	9303	23	9303
17	69283	15	69283
15	15567	20	15567
16	43329	24	43329
15	64556	19	64556
16	30801	20	30801
16	32053	23	32053
17	53496	19	53496
16	46115	22	46115
14	13990	17	13990
15	37426	21	37426
16	56856	24	56856
18	67374	18	67374
14	25692	29	25692
14	34320	25	34320
15	729	11	729
16	52533	21	52533
17	55089	17	55089
16	11667	12	11667
16	43623	30	43623
16	60411	31	60411
14	18323	21	18323
14	60315	20	60315
16	40926	23	40926
13	35547	13	35547
17	52902	22	52902
17	33794	20	33794
14	29281	22	29281
15	28536	20	28536
17	49360	22	49360
16	25410	18	25410
11	1864	19	1864
16	20268	20	20268
16	56210	25	56210
14	3763	16	3763
16	8677	17	8677
15	24258	17	24258
15	17540	16	17540
16	41884	22	41884
16	67984	29	67984
16	43231	16	43231
12	6203	19	6203
16	68712	20	68712
16	2116	14	2116
16	37644	23	37644
14	22090	20	22090
15	28054	15	28054
15	51405	22	51405
15	12404	20	12404
15	45331	18	45331
17	60572	17	60572
17	55806	24	55806
15	53556	25	53556
18	62534	19	62534
16	21663	21	21663
15	60307	19	60307
15	50505	27	50505
16	22044	22	22044
17	59181	27	59181
10	1185	12	1185
16	39583	30	39583
17	31064	28	31064
16	45520	21	45520
15	13618	18	13618
14	44231	24	44231
17	51261	17	51261
12	7312	28	7312
16	13370	21	13370
15	9314	10	9314
18	58716	27	58716
12	2125	23	2125
17	30997	18	30997
15	25639	22	25639
15	26427	24	26427
15	16802	18	16802
17	12540	17	12540
17	56335	18	56335
17	59105	19	59105
16	5073	18	5073
16	68426	25	68426
13	10768	21	10768
16	52697	20	52697
13	3520	18	3520
15	4741	13	4741
17	62700	23	62700
9	13195	24	13195
15	33488	26	33488
15	13732	19	13732
10	1120	10	1120
18	64993	23	64993
13	16607	16	16607
15	14489	14	14489
15	50658	21	50658
17	51675	24	51675
18	62966	27	62966
15	11654	21	11654
15	7313	16	7313
15	19392	22	19392
16	4808	21	4808
17	52078	23	52078
17	63912	18	63912
14	24925	12	24925
14	26855	20	26855
13	4679	26	4679
16	24292	19	24292
17	57376	25	57376
15	3949	17	3949
14	38468	22	38468
18	66862	26	66862
18	63495	28	63495
16	59142	21	59142
17	43328	22	43328
16	68982	15	68982
16	57060	25	57060
16	101	9	101
17	52052	23	52052
15	30813	17	30813
17	60942	21	60942
15	32709	17	32709
15	53907	22	53907
16	66152	28	66152
17	49650	18	49650
18	25522	28	25522
16	16004	13	16004
16	31728	17	31728
14	19433	19	19433
16	40928	16	40928
16	58582	21	58582
14	24112	17	24112
16	41572	22	41572
17	50520	14	50520
14	57839	27	57839
16	45734	26	45734
15	30820	20	30820
16	2658	10	2658
14	18948	21	18948
15	666	14	666
14	62275	26	62275
16	29225	22	29225
16	60780	19	60780
15	49334	15	49334
15	43431	19	43431
14	37233	22	37233
16	7737	13	7737
16	50596	23	50596
16	28174	30	28174
15	16798	18	16798
17	39434	22	39434
17	12080	19	12080
16	61729	22	61729
17	39385	22	39385
16	51588	22	51588
17	69808	19	69808
19	58817	15	58817
17	68868	18	68868
16	58390	23	58390
16	59280	16	59280
14	16791	23	16791
13	15261	23	15261
16	23470	25	23470
18	62524	20	62524
17	46081	27	46081
16	26127	26	26127
14	11471	21	11471
16	46746	29	46746
17	17926	22	17926
18	52323	17	52323
15	55057	18	55057
14	5783	18	5783
16	68641	22	68641
16	13520	18	13520
15	52700	19	52700
14	22134	21	22134
15	15245	15	15245
15	44180	22	44180
16	53326	15	53326
15	13564	14	13564
11	15658	17	15658
17	53133	22	53133
17	60877	16	60877
15	38012	19	38012
14	7667	24	7667
15	33135	19	33135
17	46542	22	46542
14	9215	23	9215
18	63960	23	63960
14	32312	23	32312
16	58237	19	58237
16	14462	12	14462
14	14634	15	14634
16	43293	21	43293
15	40387	17	40387
14	18286	13	18286
16	33763	20	33763
15	45099	16	45099
18	40431	20	40431
15	21571	17	21571
14	36696	19	36696
17	60962	28	60962
15	55641	24	55641
18	66373	23	66373
17	50877	17	50877
17	47650	19	47650
13	5961	14	5961
15	14878	20	14878
16	43731	15	43731
17	43972	13	43972
17	68896	24	68896
16	6865	20	6865
17	45437	22	45437
17	62431	23	62431
11	5763	14	5763
14	9801	19	9801
14	24742	21	24742
14	63999	39	63999
16	39376	19	39376
15	13644	15	13644
16	20858	30	20858
16	56114	25	56114
16	31929	20	31929
16	30972	17	30972
14	55551	30	55551
15	53379	26	53379
15	47755	21	47755
15	53474	20	53474
18	66426	26	66426
17	15068	15	15068
18	15466	22	15466
17	65945	24	65945
15	18655	21	18655
12	1905	17	1905
17	54344	18	54344
17	62385	22	62385
18	22228	20	22228
17	29591	22	29591
18	51379	23	51379
16	38031	22	38031
17	62498	26	62498
17	37532	20	37532
15	62772	26	62772
16	56496	19	56496
15	8499	16	8499
17	46491	17	46491
15	59002	19	59002
18	64612	28	64612
16	54771	11	54771
17	19974	23	19974
16	50163	17	50163
13	14502	16	14502
15	44080	22	44080
15	9988	12	9988
12	10927	17	10927
17	59147	22	59147
15	25453	24	25453
17	50077	21	50077
17	55091	18	55091
16	64919	21	64919
16	68731	23	68731
16	33347	25	33347
15	37467	22	37467
17	31926	19	31926
15	59419	22	59419
15	42309	17	42309
14	12934	18	12934
14	27449	21	27449
15	11158	17	11158
15	50465	21	50465
16	66572	28	66572
17	44005	23	44005
14	18610	17	18610
17	51423	24	51423
17	20496	22	20496
15	50288	24	50288
15	2548	18	2548
17	66119	23	66119
16	24367	15	24367
15	12535	19	12535
17	53398	32	53398
16	13514	18	13514
17	14339	24	14339
16	33474	23	33474
17	44956	19	44956
16	55609	23	55609
16	8556	13	8556
16	11222	13	11222
14	22374	21	22374
15	16580	16	16580
16	42777	17	42777
16	11792	20	11792
16	35240	31	35240
16	55711	24	55711
16	15592	17	15592
14	46397	28	46397
16	12527	22	12527
17	58515	17	58515
15	39937	21	39937
15	15099	16	15099
17	62323	23	62323
17	68866	19	68866
16	65386	15	65386
16	64870	28	64870
16	41337	23	41337
18	66105	16	66105
16	53757	13	53757
12	9618	15	9618
17	44447	22	44447
15	34559	21	34559
17	54573	30	54573
17	30056	15	30056
13	19466	20	19466
15	39227	21	39227
15	41277	18	41277
17	18191	25	18191
18	55807	22	55807
18	60406	20	60406
15	6334	19	6334
16	67398	23	67398
15	22468	14	22468
15	43795	19	43795
17	34994	17	34994
17	56791	25	56791
14	40548	27	40548
16	42482	27	42482
11	3080	17	3080
17	57796	25	57796
16	33932	22	33932
17	65402	17	65402
13	33013	21	33013
13	5669	15	5669
16	36623	19	36623
13	50701	25	50701
15	1773	7	1773
18	20379	12	20379
11	11390	27	11390
16	41178	15	41178
17	62696	22	62696
16	65963	15	65963
17	1233	14	1233
15	35189	21	35189
15	6703	17	6703
16	67347	19	67347
15	9266	16	9266
17	64745	27	64745
14	8085	13	8085
16	14891	14	14891
14	43079	19	43079
14	55438	29	55438
18	61912	18	61912
17	1182	11	1182
14	19585	12	19585
15	25843	18	25843
17	42935	28	42935
14	28949	19	28949
17	31511	22	31511
17	9557	17	9557
17	56002	21	56002
15	33284	21	33284
15	6288	12	6288
16	37787	26	37787
18	21025	21	21025
17	47465	28	47465
17	16987	22	16987
17	48697	21	48697
17	65347	23	65347
15	28528	14	28528
16	67557	20	67557
18	48402	21	48402
15	25874	13	25874
18	53175	19	53175
18	66970	18	66970
12	2749	19	2749
15	11860	24	11860
17	10689	13	10689
18	47203	17	47203
17	43649	23	43649
15	24736	18	24736
15	39585	18	39585
17	28442	19	28442
14	36305	14	36305
14	7226	23	7226
15	45940	17	45940
17	59865	23	59865
16	45025	25	45025
16	66964	25	66964
15	37329	17	37329
17	51859	15	51859
16	13951	24	13951
14	16025	20	16025
14	23558	22	23558
18	59934	18	59934
16	1959	15	1959
16	21055	15	21055
17	43108	16	43108
15	63395	20	63395
15	18025	20	18025
15	42495	18	42495
14	6236	18	6236
14	21407	25	21407
15	66049	24	66049
9	358	15	358
15	42173	21	42173
16	5152	16	5152
17	64805	25	64805
16	17058	13	17058
18	41456	19	41456
16	48383	32	48383
16	63747	20	63747
14	38247	17	38247
14	22969	14	22969
17	60710	23	60710
14	5576	23	5576
15	4827	19	4827
17	51012	21	51012
17	67952	23	67952
18	69841	29	69841
17	57885	19	57885
13	6694	10	6694
15	67248	22	67248
14	7344	18	7344
16	46441	23	46441
14	61624	23	61624
16	64414	17	64414
16	65287	22	65287
16	67859	15	67859
18	62172	21	62172
17	61336	29	61336
10	447	8	447
16	58471	24	58471
17	42620	20	42620
15	44032	18	44032
16	53276	23	53276
16	59677	22	59677
17	8010	16	8010
13	13973	23	13973
15	55585	25	55585
17	46256	18	46256
16	36941	18	36941
17	46295	29	46295
14	28183	22	28183
16	18119	24	18119
14	3658	16	3658
15	26135	26	26135
15	22855	17	22855
14	49851	22	49851
17	60371	21	60371
17	29548	20	29548
16	47098	12	47098
15	44067	18	44067
15	52340	27	52340
15	38721	28	38721
16	38480	32	38480
16	47627	19	47627
16	12931	26	12931
18	30651	18	30651
16	15314	17	15314
14	13378	21	13378
16	69531	22	69531
16	50136	22	50136
18	32349	20	32349
16	19915	21	19915
14	9763	21	9763
15	22025	21	22025
14	11753	23	11753
14	17772	16	17772
16	35997	28	35997
18	67338	17	67338
16	64028	27	64028
17	19984	29	19984
16	22210	17	22210
16	67408	25	67408
15	69993	25	69993
14	24696	14	24696
18	66614	25	66614
16	49843	22	49843
11	2513	9	2513
16	26940	26	26940
16	35485	24	35485
16	54853	15	54853
14	42012	27	42012
14	3964	16	3964
13	8831	21	8831
16	54943	22	54943
15	10966	17	10966
16	24144	29	24144
17	56848	22	56848
15	50631	26	50631
14	60394	21	60394
17	29044	27	29044
14	18515	27	18515
15	41393	21	41393
18	62204	30	62204
15	48544	28	48544
16	47106	28	47106
17	58531	27	58531
13	1801	22	1801
16	37405	16	37405
13	38374	12	38374
15	63219	14	63219
13	39918	18	39918
15	41665	21	41665
18	28703	18	28703
10	1122	18	1122
14	13677	23	13677
12	9018	24	9018
15	9952	15	9952
17	44971	22	44971
15	66335	19	66335
17	10447	21	10447
17	43290	16	43290
15	53183	25	53183
15	50309	19	50309
15	59944	28	59944
17	51470	25	51470
17	55704	25	55704
17	54810	24	54810
17	35987	24	35987
18	27096	14	27096
16	23365	15	23365
15	14530	21	14530
16	24129	24	24129
15	11903	23	11903
16	61635	21	61635
17	64920	21	64920
12	434	14	434
15	63436	18	63436
14	32325	21	32325
15	15159	21	15159
15	33006	18	33006
17	48594	26	48594
15	33175	25	33175
16	49715	18	49715
15	23203	17	23203
17	47078	25	47078
16	36018	21	36018
16	68173	21	68173
15	43413	16	43413
16	22816	20	22816
17	17814	19	17814
18	2947	12	2947
17	60244	20	60244
17	44474	15	44474
17	39242	18	39242
15	18066	23	18066
17	30178	25	30178
17	24052	19	24052
16	54052	19	54052
16	47416	21	47416
17	68581	21	68581
15	57753	23	57753
17	35671	19	35671
16	36568	17	36568
16	29025	21	29025
15	12456	22	12456
11	6355	13	6355
17	3966	19	3966
16	39360	17	39360
15	39942	20	39942
16	37140	26	37140
17	66008	27	66008
15	36695	27	36695
16	30850	28	30850
14	32025	20	32025
15	34867	19	34867
17	50614	23	50614
17	54840	18	54840
14	29033	13	29033
15	53560	26	53560
16	45083	15	45083
15	22801	18	22801
16	39500	26	39500
14	23204	21	23204
16	23551	21	23551
15	43660	18	43660
14	46972	31	46972
16	68484	29	68484
13	7764	17	7764
16	12642	17	12642
16	35051	30	35051
18	36788	27	36788
16	25097	21	25097
15	41405	15	41405
17	4488	16	4488
13	10764	22	10764
16	42553	25	42553
14	64536	29	64536
15	16788	19	16788
11	9247	19	9247
13	25385	21	25385
17	48812	27	48812
12	44114	17	44114
15	52350	28	52350
13	10003	20	10003
13	3146	20	3146
16	35909	18	35909
14	31438	19	31438
17	53003	22	53003
15	35061	15	35061
13	937	12	937
17	58265	28	58265
14	840	12	840
16	35236	15	35236
15	69323	18	69323
14	44460	18	44460
15	47877	26	47877
17	34373	17	34373
16	11248	18	11248
18	52129	16	52129
13	15735	17	15735
16	39244	19	39244
15	36516	19	36516
17	50938	24	50938
17	33779	22	33779
14	29655	19	29655
17	60185	22	60185
16	8467	17	8467
13	10650	16	10650
16	17864	27	17864
17	64821	23	64821
16	60147	26	60147
16	53772	23	53772
17	43149	24	43149
13	3547	18	3547
14	36186	21	36186
15	53449	20	53449
12	4386	14	4386
11	2882	12	2882
16	47342	26	47342
17	42912	24	42912
17	60784	17	60784
14	34941	19	34941
14	22236	24	22236
16	27027	13	27027
15	12155	18	12155
16	39894	33	39894
18	69549	24	69549
19	24446	20	24446
16	57800	19	57800
17	54367	23	54367
16	11447	21	11447
17	52016	20	52016
13	1593	15	1593
14	12139	23	12139
15	51797	20	51797
16	44742	20	44742
13	7323	10	7323
17	31695	26	31695
16	60771	23	60771
15	12432	16	12432
15	13809	23	13809
16	62491	20	62491
15	37502	15	37502
17	5069	8	5069
16	53274	19	53274
17	2442	17	2442
13	2537	22	2537
16	10628	22	10628
17	61043	23	61043
15	69362	18	69362
14	13328	22	13328
15	68910	19	68910
18	69335	24	69335
16	47480	20	47480
14	29628	24	29628
13	10782	14	10782
14	29495	21	29495
15	8814	17	8814
16	58726	21	58726
16	41633	30	41633
16	36962	15	36962
16	33467	24	33467
14	25308	19	25308
16	68656	20	68656
13	20746	21	20746
17	16078	22	16078
14	11087	20	11087
16	34554	21	34554
17	48236	17	48236
17	3577	20	3577
15	48407	24	48407
14	29656	21	29656
17	33202	24	33202
14	50848	17	50848
16	33312	22	33312
16	20291	24	20291
13	3133	20	3133
14	32380	17	32380
17	65180	30	65180
15	16460	18	16460
13	7641	17	7641
17	40867	19	40867
17	37268	18	37268
17	51648	18	51648
17	69785	19	69785
18	46082	21	46082
11	16725	20	16725
13	17770	20	17770
16	13043	20	13043
15	50192	20	50192
17	58051	21	58051
18	69137	21	69137
15	60093	21	60093
17	60248	18	60248
17	19749	20	19749
15	12267	14	12267
15	17447	25	17447
17	29412	19	29412
16	24357	17	24357
14	49702	13	49702
14	27489	25	27489
16	12845	15	12845
15	44882	12	44882
14	20300	15	20300
16	20485	21	20485
16	62100	18	62100
16	60591	22	60591
14	20099	18	20099
14	36727	20	36727
15	10186	17	10186
15	36823	19	36823
16	30848	18	30848
15	69580	21	69580
15	17014	24	17014
12	3924	14	3924
15	57630	20	57630
17	64302	20	64302
17	39430	24	39430
16	33119	22	33119
17	52495	22	52495
16	5874	13	5874
14	25622	26	25622
15	36540	16	36540
16	55033	29	55033
16	25158	16	25158
19	63357	22	63357
16	28998	20	28998
16	25650	23	25650
14	26685	14	26685
14	24419	23	24419
18	62592	22	62592
14	60789	24	60789
16	44517	19	44517
14	47326	22	47326
16	36518	20	36518
11	4705	17	4705
16	10887	19	10887
17	45358	16	45358
16	56222	27	56222
17	27853	15	27853
16	62096	19	62096
14	32540	12	32540
16	46946	25	46946
17	56990	21	56990
15	58499	24	58499
17	53194	18	53194
17	59394	20	59394
15	19498	21	19498
16	62430	24	62430
13	29571	30	29571
14	20497	19	20497
15	17758	23	17758
15	8187	17	8187
16	54275	24	54275
14	30153	17	30153
17	59243	25	59243
13	1068	13	1068
14	17392	21	17392
18	34601	23	34601
17	57289	23	57289
17	37748	16	37748
17	62453	25	62453
6	288	8	288
15	39398	18	39398
15	19805	25	19805
17	33629	29	33629
15	5587	21	5587
17	21610	22	21610
16	68479	23	68479
17	58780	22	58780
17	58149	23	58149
17	62327	19	62327
18	24525	19	24525
14	9711	23	9711
15	11824	13	11824
14	16955	18	16955
14	9339	14	9339
11	264	14	264
14	22877	20	22877
16	6187	16	6187
15	29772	25	29772
15	60725	27	60725
15	25000	22	25000
17	36277	18	36277
17	49968	32	49968
16	30020	20	30020
13	14568	24	14568
16	59708	27	59708
15	67767	22	67767
17	44406	13	44406
17	69121	17	69121
17	57951	22	57951
14	8034	16	8034
13	4708	18	4708
16	9560	25	9560
16	44060	22	44060
14	45191	20	45191
17	18012	17	18012
13	33367	21	33367
17	39460	22	39460
16	33630	19	33630
17	34194	15	34194
16	45646	21	45646
13	4355	25	4355
17	40317	15	40317
15	36371	28	36371
14	52945	26	52945
16	62690	21	62690
15	31773	20	31773
17	12964	24	12964
16	7257	20	7257
18	67832	25	67832
17	57083	21	57083
14	31488	25	31488
16	36100	16	36100
16	47577	25	47577
15	15874	24	15874
16	40807	17	40807
16	57137	22	57137
17	68738	24	68738
14	10646	19	10646
15	7548	20	7548
17	43928	22	43928
16	61318	19	61318
15	7294	20	7294
16	16326	24	16326
17	7129	21	7129
17	17276	17	17276
16	26871	24	26871
14	29127	27	29127
17	67982	26	67982
16	43539	23	43539
17	26484	20	26484
17	34538	21	34538
15	35461	23	35461
17	15799	14	15799
17	41794	20	41794
16	49233	20	49233
15	8773	14	8773
13	22918	26	22918
18	57073	22	57073
16	44872	25	44872
17	49298	22	49298
16	62031	18	62031
15	33983	28	33983
17	48035	22	48035
16	2676	12	2676
17	17882	27	17882
16	68314	17	68314
16	51960	20	51960
11	361	12	361
15	62680	24	62680
17	45587	27	45587
15	21806	15	21806
16	43568	20	43568
16	23473	17	23473
16	63654	19	63654
17	47256	23	47256
13	26308	20	26308
16	12716	20	12716
15	42107	17	42107
15	46336	18	46336
16	22359	15	22359
14	31460	21	31460
15	45277	23	45277
13	31115	23	31115
14	10412	20	10412
17	44713	23	44713
15	32457	19	32457
17	34798	31	34798
17	47388	19	47388
17	50338	12	50338
16	9464	14	9464
14	31423	17	31423
14	35889	24	35889
16	61423	18	61423
15	8135	17	8135
12	4920	20	4920
17	13361	13	13361
15	58069	21	58069
15	56928	23	56928
13	11542	16	11542
16	10535	21	10535
15	37849	24	37849
15	24920	26	24920
17	69602	18	69602
17	56307	17	56307
13	1255	13	1255
16	21961	20	21961
17	53998	23	53998
16	32714	29	32714
15	43589	24	43589
16	15112	20	15112
16	65711	24	65711
17	1876	15	1876
15	60109	27	60109
14	36673	17	36673
17	13848	24	13848
16	31208	25	31208
15	21623	22	21623
17	43448	25	43448
14	13910	18	13910
15	29757	17	29757
17	48367	18	48367
17	27270	24	27270
14	17826	23	17826
14	5091	17	5091
16	60550	24	60550
17	29367	18	29367
12	1820	14	1820
16	47436	22	47436
14	43567	29	43567
16	26739	16	26739
15	47038	19	47038
15	29874	21	29874
16	4345	19	4345
18	60223	20	60223
10	13410	20	13410
15	42586	22	42586
16	5334	17	5334
15	28806	26	28806
12	14648	18	14648
16	53561	16	53561
15	65266	18	65266
15	19166	31	19166
15	20234	22	20234
12	9113	23	9113
16	42721	17	42721
14	173	6	173
18	24891	20	24891
17	29982	16	29982
17	27153	22	27153
16	8153	10	8153
15	4589	14	4589
16	10305	18	10305
16	51626	15	51626
13	40178	22	40178
15	61940	19	61940
17	26975	19	26975
17	30400	22	30400
11	5350	14	5350
16	45912	29	45912
12	10507	18	10507
17	60559	18	60559
17	41998	25	41998
15	5772	22	5772
15	56076	19	56076
17	62231	24	62231
16	61236	18	61236
13	11304	21	11304
