Comparações_AVL	Tamanho_AVL	Comparações_ABB	Tamanho_ABB
15	38554	23	38554
16	22680	22	22680
16	25046	22	25046
14	37434	16	37434
17	48809	21	48809
16	39044	27	39044
16	53677	19	53677
16	34255	26	34255
17	53201	25	53201
15	3086	18	3086
8	2112	18	2112
14	24374	21	24374
16	33677	22	33677
11	4378	15	4378
16	28517	17	28517
16	23589	22	23589
17	36477	20	36477
18	46596	24	46596
15	20406	18	20406
15	49394	24	49394
17	39058	23	39058
16	20714	15	20714
14	5089	15	5089
16	51187	22	51187
18	61816	18	61816
15	22298	18	22298
15	30916	33	30916
16	20452	14	20452
17	60851	27	60851
17	29948	22	29948
15	21849	19	21849
17	28284	23	28284
15	37244	16	37244
15	58313	17	58313
16	65714	31	65714
17	20444	19	20444
17	37750	23	37750
17	67826	23	67826
16	21170	21	21170
12	1426	10	1426
11	2203	11	2203
15	26038	24	26038
17	25014	25	25014
17	15031	13	15031
14	2633	13	2633
16	21771	17	21771
16	54796	13	54796
12	52027	21	52027
14	60829	17	60829
14	51861	38	51861
15	21962	23	21962
15	42269	20	42269
17	33047	19	33047
15	31697	20	31697
14	30887	17	30887
15	22547	17	22547
15	51501	26	51501
17	52736	22	52736
15	27183	16	27183
12	36608	14	36608
13	19979	22	19979
14	32322	24	32322
16	16775	11	16775
13	29596	20	29596
14	30147	24	30147
17	14296	14	14296
16	31021	18	31021
14	40333	22	40333
15	32386	18	32386
16	23731	16	23731
12	19317	13	19317
16	54157	27	54157
17	54878	22	54878
15	1343	17	1343
15	21337	16	21337
16	36739	20	36739
17	69656	27	69656
15	63605	17	63605
18	46137	30	46137
15	13942	19	13942
14	7833	15	7833
15	35496	25	35496
17	6732	12	6732
15	16996	24	16996
16	40366	26	40366
14	33914	13	33914
15	36697	17	36697
16	25760	20	25760
15	62277	15	62277
16	53471	17	53471
14	31707	22	31707
18	68775	20	68775
17	67766	18	67766
15	62727	18	62727
16	53827	17	53827
14	14450	23	14450
9	1464	16	1464
18	53909	16	53909
15	33766	26	33766
15	38786	25	38786
16	11461	17	11461
16	5524	12	5524
13	11116	16	11116
15	23265	23	23265
14	25058	20	25058
15	35845	21	35845
17	36905	15	36905
16	61287	15	61287
17	53900	19	53900
14	31653	20	31653
15	52841	18	52841
17	13855	19	13855
18	68349	21	68349
16	54952	21	54952
17	52483	15	52483
17	16658	24	16658
16	27609	26	27609
13	2288	16	2288
17	55736	24	55736
16	11435	18	11435
16	16737	20	16737
16	65343	20	65343
15	50502	20	50502
15	65523	27	65523
16	38314	20	38314
13	25183	29	25183
17	62356	21	62356
16	49430	22	49430
15	24799	25	24799
14	20368	16	20368
16	50839	22	50839
16	28455	28	28455
16	32565	24	32565
17	64095	20	64095
15	19741	20	19741
15	5140	13	5140
17	47994	22	47994
14	27745	23	27745
14	34333	20	34333
18	38201	22	38201
17	26093	21	26093
16	65636	20	65636
17	67035	16	67035
16	54263	23	54263
16	12294	14	12294
13	24644	22	24644
17	44381	26	44381
16	36078	16	36078
12	7932	25	7932
13	7773	12	7773
15	30140	25	30140
16	3455	16	3455
16	64605	25	64605
16	44805	15	44805
16	4989	9	4989
17	56960	21	56960
16	24234	22	24234
17	53680	23	53680
15	51424	24	51424
16	34593	22	34593
16	45518	26	45518
16	30685	15	30685
17	69864	21	69864
17	58430	20	58430
13	8419	22	8419
16	14416	17	14416
10	14522	18	14522
10	4055	15	4055
14	11450	18	11450
14	45137	17	45137
16	16348	22	16348
17	36093	20	36093
16	37080	29	37080
14	48523	26	48523
17	57676	21	57676
16	45012	23	45012
17	32647	13	32647
16	17815	20	17815
15	24818	17	24818
15	27251	24	27251
15	6158	20	6158
16	63205	20	63205
14	35944	13	35944
16	20593	21	20593
15	46888	27	46888
17	42850	17	42850
11	7572	15	7572
18	34571	20	34571
15	42713	23	42713
16	66001	30	66001
17	42989	26	42989
15	33480	17	33480
16	56875	23	56875
16	23395	20	23395
15	44929	23	44929
16	32011	24	32011
16	16094	19	16094
18	57374	17	57374
17	40048	24	40048
16	53174	21	53174
17	35896	26	35896
15	27723	25	27723
15	28185	21	28185
15	44894	30	44894
13	21889	21	21889
16	29354	17	29354
15	48496	26	48496
16	60860	24	60860
13	35511	21	35511
15	54064	19	54064
15	47806	24	47806
16	51395	22	51395
15	24693	18	24693
12	2837	18	2837
13	24244	18	24244
13	32264	26	32264
18	13759	14	13759
14	43308	20	43308
16	4617	19	4617
15	61491	20	61491
16	56494	28	56494
16	51716	13	51716
18	69853	19	69853
14	2588	18	2588
16	39089	15	39089
16	55761	23	55761
16	51336	21	51336
14	43975	29	43975
15	60297	24	60297
12	2581	17	2581
16	65863	18	65863
15	19650	20	19650
17	51076	21	51076
16	56722	34	56722
16	31512	23	31512
16	17137	20	17137
17	9317	21	9317
14	32485	19	32485
17	44884	19	44884
16	34009	23	34009
12	11674	26	11674
17	69127	13	69127
16	66272	23	66272
17	25432	17	25432
16	47240	20	47240
15	34883	25	34883
16	25573	15	25573
17	38730	21	38730
13	21377	26	21377
15	53640	19	53640
8	316	15	316
15	69080	25	69080
18	54834	15	54834
15	32428	18	32428
17	26767	14	26767
17	28808	27	28808
15	22724	20	22724
15	29347	24	29347
14	24670	22	24670
15	18725	20	18725
16	10422	19	10422
15	57744	16	57744
17	50236	15	50236
16	53258	22	53258
16	51232	26	51232
15	59552	21	59552
19	62094	20	62094
13	26115	19	26115
16	69912	22	69912
15	3767	17	3767
14	1594	12	1594
16	42535	17	42535
17	29199	23	29199
16	20380	16	20380
13	19775	24	19775
17	64081	23	64081
16	22304	16	22304
17	58504	23	58504
18	61809	23	61809
15	5944	21	5944
15	3438	19	3438
18	62124	23	62124
15	51375	30	51375
15	58271	20	58271
14	903	17	903
13	8142	18	8142
15	17078	23	17078
17	69978	24	69978
15	37488	25	37488
13	18099	20	18099
13	24262	23	24262
17	52194	23	52194
17	45289	16	45289
14	7519	16	7519
16	33426	27	33426
15	11192	19	11192
16	69612	17	69612
16	35892	19	35892
16	57455	21	57455
16	49731	21	49731
16	37485	17	37485
15	29990	27	29990
16	55281	22	55281
16	34216	18	34216
17	49764	18	49764
16	49361	25	49361
17	56520	24	56520
14	14619	16	14619
13	17522	20	17522
14	18056	17	18056
18	55997	17	55997
15	20189	22	20189
16	52678	24	52678
16	56900	28	56900
18	69755	24	69755
16	56877	19	56877
17	64206	25	64206
16	51931	24	51931
16	42783	27	42783
14	46399	18	46399
13	3571	22	3571
16	26653	20	26653
14	56176	20	56176
17	61115	18	61115
15	2616	14	2616
15	22068	17	22068
17	48569	23	48569
17	52346	26	52346
15	35904	24	35904
15	8558	17	8558
17	37626	27	37626
16	34673	25	34673
17	63339	17	63339
17	56639	25	56639
17	49292	22	49292
15	10860	21	10860
11	1805	8	1805
16	43699	27	43699
16	43208	14	43208
16	68345	21	68345
14	26377	26	26377
13	6459	18	6459
13	2483	16	2483
15	39688	20	39688
17	45196	21	45196
18	43040	27	43040
19	67970	22	67970
18	64330	21	64330
15	19439	16	19439
13	1540	16	1540
17	20982	21	20982
16	51966	28	51966
15	39006	23	39006
16	23597	22	23597
17	50385	26	50385
16	17575	20	17575
15	5943	15	5943
15	16289	26	16289
15	16408	25	16408
15	37157	24	37157
14	13258	27	13258
17	49398	23	49398
18	62800	22	62800
13	469	9	469
15	27554	22	27554
15	36498	15	36498
13	43677	20	43677
17	25898	23	25898
14	39226	21	39226
16	50135	24	50135
15	41709	25	41709
16	4119	18	4119
14	14748	18	14748
17	64143	24	64143
16	44800	13	44800
13	10538	16	10538
17	65683	29	65683
18	65781	23	65781
15	38856	26	38856
16	34688	19	34688
13	19378	23	19378
17	19240	20	19240
14	1672	16	1672
16	35528	28	35528
14	7450	19	7450
15	28287	21	28287
17	44606	22	44606
16	34849	17	34849
16	13757	27	13757
15	11669	23	11669
16	11589	19	11589
14	26606	19	26606
17	55345	24	55345
15	37487	24	37487
17	65832	25	65832
15	11832	23	11832
17	66410	27	66410
15	13892	17	13892
15	8005	12	8005
15	46881	20	46881
15	4991	10	4991
9	2148	23	2148
17	21680	13	21680
16	61881	23	61881
16	44182	24	44182
16	55221	23	55221
15	13190	14	13190
15	49975	25	49975
16	60187	26	60187
16	14861	21	14861
17	61855	15	61855
17	67636	15	67636
16	12803	18	12803
16	20141	25	20141
16	18593	19	18593
17	47651	22	47651
17	59320	19	59320
15	15765	19	15765
14	35306	19	35306
14	21016	22	21016
16	53251	26	53251
16	31137	20	31137
13	9199	19	9199
15	49661	25	49661
17	63556	22	63556
13	26541	20	26541
15	26371	14	26371
16	42055	14	42055
16	24572	20	24572
13	18251	16	18251
15	16236	18	16236
15	42032	22	42032
17	48986	23	48986
17	47808	19	47808
16	31573	18	31573
13	5312	12	5312
14	46433	24	46433
18	67166	25	67166
14	11981	18	11981
16	59236	21	59236
17	63659	28	63659
13	6925	17	6925
17	67835	19	67835
14	15625	23	15625
15	48909	20	48909
15	13599	12	13599
17	50931	18	50931
17	46277	22	46277
15	43202	22	43202
16	58419	20	58419
16	55475	24	55475
18	22862	18	22862
16	56151	15	56151
17	49030	23	49030
17	25754	21	25754
18	12521	25	12521
16	50325	20	50325
13	7123	23	7123
14	13671	12	13671
16	68709	21	68709
16	32460	13	32460
16	37831	14	37831
16	30281	22	30281
18	37771	22	37771
16	52176	23	52176
14	53066	18	53066
14	11289	17	11289
15	40509	32	40509
16	18653	16	18653
16	4947	23	4947
15	8242	12	8242
15	2781	14	2781
14	39410	23	39410
15	33503	19	33503
15	62731	24	62731
17	9779	23	9779
14	35932	22	35932
16	31462	28	31462
17	41605	13	41605
15	35145	19	35145
15	17612	12	17612
15	20635	19	20635
15	60898	22	60898
15	6484	19	6484
13	18070	23	18070
15	13606	23	13606
15	8093	10	8093
17	46065	18	46065
16	45923	26	45923
19	60188	15	60188
17	4450	16	4450
15	52332	14	52332
9	1476	18	1476
15	21310	17	21310
17	47336	14	47336
16	52774	21	52774
17	45095	27	45095
17	31930	30	31930
15	31906	19	31906
16	14504	20	14504
18	65432	28	65432
17	57547	30	57547
15	5210	10	5210
18	60568	22	60568
16	46814	22	46814
14	2064	15	2064
14	12972	20	12972
15	43800	19	43800
18	62962	19	62962
17	19455	11	19455
16	38222	16	38222
17	56888	22	56888
16	46314	25	46314
17	49522	21	49522
17	55477	23	55477
18	68588	18	68588
16	25140	14	25140
15	45664	25	45664
16	53824	23	53824
14	23491	19	23491
16	24347	19	24347
15	31159	22	31159
17	6264	13	6264
18	69441	21	69441
16	63088	23	63088
16	38169	22	38169
17	60296	16	60296
16	34871	16	34871
16	39157	21	39157
16	47842	21	47842
16	16432	16	16432
17	6076	20	6076
14	43201	23	43201
15	39598	12	39598
13	8139	22	8139
17	56172	17	56172
15	13397	17	13397
14	47452	21	47452
15	51979	20	51979
16	51618	29	51618
15	34339	21	34339
16	15039	18	15039
13	4283	11	4283
16	60212	19	60212
10	515	13	515
10	2870	14	2870
14	15352	15	15352
16	22531	25	22531
16	52259	26	52259
18	69175	27	69175
16	46021	15	46021
14	52957	19	52957
15	6685	18	6685
14	28637	22	28637
16	46125	25	46125
15	43157	19	43157
15	19044	25	19044
18	10995	21	10995
16	12313	18	12313
16	43237	19	43237
14	3779	15	3779
16	64740	17	64740
17	62789	26	62789
15	43376	17	43376
11	2879	11	2879
15	25313	13	25313
16	56772	23	56772
15	26682	29	26682
15	14742	22	14742
16	68681	17	68681
16	65376	17	65376
16	27584	15	27584
15	45547	16	45547
16	44598	19	44598
18	68077	22	68077
15	26856	27	26856
17	64813	29	64813
13	20450	23	20450
12	1498	20	1498
14	25438	16	25438
13	14912	21	14912
15	23974	24	23974
18	68594	21	68594
15	10307	15	10307
17	34968	23	34968
16	38746	23	38746
17	51998	14	51998
14	22683	22	22683
17	58473	23	58473
16	31228	18	31228
16	57910	21	57910
15	31637	17	31637
16	36338	26	36338
14	25282	18	25282
16	6669	23	6669
14	8065	17	8065
14	29217	19	29217
17	52216	13	52216
15	52662	18	52662
15	26644	21	26644
16	55869	17	55869
16	43316	24	43316
16	23445	25	23445
17	21165	20	21165
16	48882	19	48882
15	33295	21	33295
16	45138	22	45138
17	43601	24	43601
18	56458	19	56458
16	11086	17	11086
18	49847	21	49847
15	1555	11	1555
17	39435	18	39435
14	2530	24	2530
16	60028	29	60028
17	47015	25	47015
13	3228	15	3228
16	11624	13	11624
15	34924	22	34924
17	34865	15	34865
16	24313	9	24313
16	36557	18	36557
15	32377	25	32377
16	65773	26	65773
13	100	5	100
17	61391	24	61391
16	44276	21	44276
13	3096	12	3096
17	23611	22	23611
18	63944	23	63944
16	26540	25	26540
17	65643	18	65643
15	15108	22	15108
15	5422	19	5422
14	36598	21	36598
16	29249	23	29249
16	48890	20	48890
16	23055	19	23055
16	16686	21	16686
12	5088	19	5088
14	24609	19	24609
17	56120	27	56120
15	7617	21	7617
15	60988	25	60988
16	9486	17	9486
17	57197	21	57197
13	2611	16	2611
17	44409	22	44409
13	22061	14	22061
17	26923	15	26923
18	57317	17	57317
15	16297	19	16297
14	16397	20	16397
10	3394	15	3394
14	3717	12	3717
14	19492	27	19492
18	67660	27	67660
16	46031	23	46031
17	68998	30	68998
15	59120	16	59120
15	27804	17	27804
17	4287	14	4287
15	2069	21	2069
18	57052	21	57052
15	29528	21	29528
15	25123	20	25123
16	50089	17	50089
16	34615	22	34615
16	26083	16	26083
15	12561	22	12561
15	18584	24	18584
14	17071	14	17071
15	22046	17	22046
15	5780	21	5780
16	66033	27	66033
14	42807	23	42807
15	4192	12	4192
16	69308	26	69308
15	30123	20	30123
17	20488	21	20488
14	13212	19	13212
14	36884	23	36884
15	14704	17	14704
16	63281	27	63281
15	32727	18	32727
16	41707	21	41707
17	60940	20	60940
16	55110	17	55110
16	17057	24	17057
17	26411	23	26411
17	12913	17	12913
16	21343	19	21343
15	28479	16	28479
16	46317	17	46317
16	50870	19	50870
16	29953	23	29953
17	26405	18	26405
14	15484	21	15484
15	32388	19	32388
16	15317	26	15317
14	10419	15	10419
15	25810	22	25810
15	37363	23	37363
13	21842	23	21842
14	10169	16	10169
14	20389	19	20389
13	21149	16	21149
16	40291	20	40291
12	40877	21	40877
14	29855	19	29855
17	54112	15	54112
16	23514	14	23514
16	23135	15	23135
15	63191	19	63191
15	60426	34	60426
18	24652	17	24652
17	63189	24	63189
17	56323	18	56323
16	68019	22	68019
18	60232	20	60232
16	37192	11	37192
16	62989	14	62989
13	29027	18	29027
17	36711	13	36711
13	8305	20	8305
15	15798	19	15798
18	62520	23	62520
15	31995	24	31995
16	14361	20	14361
12	8539	19	8539
16	28736	19	28736
15	11862	24	11862
16	48830	25	48830
16	45964	26	45964
18	67024	27	67024
17	55036	20	55036
13	20538	14	20538
16	54522	32	54522
17	69617	21	69617
16	38462	26	38462
13	21299	20	21299
16	620	14	620
13	3442	19	3442
15	14487	20	14487
15	14536	21	14536
17	59764	15	59764
13	4767	19	4767
15	3307	13	3307
17	63181	22	63181
16	44107	26	44107
15	8685	14	8685
16	29891	20	29891
15	28764	18	28764
16	24482	21	24482
15	68762	27	68762
13	27134	18	27134
16	56477	23	56477
18	59474	24	59474
17	35673	22	35673
15	15212	29	15212
15	47687	25	47687
18	60854	17	60854
18	37527	18	37527
17	45889	21	45889
15	43953	22	43953
18	41600	17	41600
14	6762	15	6762
16	10061	15	10061
15	28060	22	28060
14	20541	25	20541
16	13502	18	13502
16	18899	25	18899
15	49617	24	49617
13	7756	17	7756
16	16195	15	16195
16	52923	25	52923
13	936	10	936
18	60301	22	60301
18	61607	23	61607
17	65416	25	65416
14	16089	24	16089
11	5939	15	5939
17	48917	25	48917
17	65412	19	65412
18	58222	23	58222
16	40480	22	40480
14	43099	19	43099
16	49075	19	49075
15	8006	20	8006
15	17809	17	17809
15	28310	25	28310
14	59408	29	59408
16	8076	15	8076
14	48231	19	48231
15	45820	31	45820
15	12487	12	12487
15	68772	18	68772
16	31385	18	31385
13	33847	24	33847
16	15289	19	15289
16	26393	18	26393
15	16427	19	16427
15	16694	21	16694
15	23604	21	23604
16	58461	20	58461
15	4961	14	4961
13	5894	21	5894
15	11010	28	11010
16	30229	19	30229
13	1306	17	1306
15	45583	23	45583
14	708	17	708
15	20756	23	20756
13	1009	7	1009
17	55065	28	55065
15	14916	21	14916
17	48675	22	48675
15	13375	19	13375
15	50675	24	50675
19	56750	27	56750
16	37957	20	37957
16	2846	19	2846
17	45589	19	45589
15	36728	18	36728
14	38518	21	38518
15	6973	18	6973
15	30158	24	30158
15	22465	17	22465
17	51072	22	51072
17	66364	17	66364
15	39944	26	39944
18	38847	27	38847
16	44905	24	44905
16	44740	22	44740
16	18538	18	18538
17	5133	17	5133
16	22397	23	22397
18	64121	24	64121
16	52193	24	52193
12	19504	21	19504
17	41481	27	41481
15	37257	26	37257
17	34419	25	34419
18	20156	21	20156
15	26983	21	26983
17	61445	24	61445
16	53257	24	53257
16	64940	22	64940
16	64290	26	64290
17	28845	26	28845
14	8019	30	8019
16	9159	18	9159
16	12170	20	12170
17	31297	10	31297
14	15668	15	15668
16	34634	20	34634
15	10968	13	10968
16	66739	18	66739
16	3524	15	3524
17	53683	16	53683
14	36683	20	36683
16	42370	18	42370
15	57939	19	57939
15	63462	19	63462
16	33397	21	33397
17	63071	28	63071
15	15858	20	15858
17	3869	12	3869
15	21615	22	21615
17	35362	21	35362
14	21701	19	21701
15	35224	25	35224
16	46132	30	46132
16	41856	23	41856
18	38558	17	38558
14	37577	33	37577
15	1465	12	1465
15	9849	16	9849
13	8218	15	8218
15	17868	22	17868
15	17377	19	17377
17	25516	15	25516
12	9396	17	9396
17	53463	24	53463
15	12835	16	12835
13	6135	18	6135
15	33339	24	33339
15	66518	13	66518
15	19169	21	19169
14	5708	16	5708
17	57728	30	57728
17	53459	14	53459
14	45521	24	45521
17	21124	20	21124
14	22881	15	22881
18	61379	22	61379
13	1344	16	1344
14	44496	23	44496
13	26740	22	26740
16	23045	19	23045
17	9719	21	9719
16	49223	21	49223
13	48276	15	48276
15	16799	22	16799
15	19068	18	19068
17	58125	15	58125
12	1369	10	1369
15	25729	20	25729
17	52344	18	52344
15	18745	21	18745
15	44558	19	44558
16	54211	23	54211
14	4492	16	4492
11	4373	16	4373
16	67046	23	67046
16	56978	19	56978
14	37711	26	37711
16	39915	24	39915
16	6146	11	6146
15	19770	15	19770
14	27642	21	27642
16	65291	14	65291
14	25118	23	25118
15	12485	24	12485
18	33021	20	33021
16	26461	15	26461
17	33332	15	33332
15	36112	20	36112
19	25857	21	25857
15	43050	21	43050
12	15334	26	15334
17	43461	18	43461
18	67677	16	67677
15	32133	22	32133
17	62528	15	62528
18	32153	17	32153
17	9853	18	9853
17	64608	24	64608
16	60848	29	60848
13	28597	17	28597
16	15518	20	15518
12	21411	19	21411
13	9440	22	9440
16	66242	20	66242
14	18456	21	18456
15	33952	15	33952
17	34722	23	34722
15	2563	15	2563
16	30073	17	30073
15	62363	16	62363
16	38519	17	38519
11	1715	17	1715
15	17480	24	17480
15	34735	17	34735
15	20293	19	20293
17	60686	28	60686
11	846	15	846
16	22501	14	22501
13	10087	21	10087
14	16180	21	16180
14	42313	19	42313
16	54115	19	54115
14	24664	13	24664
16	11193	16	11193
16	62620	18	62620
15	34516	20	34516
16	29819	22	29819
16	39464	26	39464
18	67669	18	67669
17	51229	21	51229
14	25255	34	25255
17	63910	22	63910
16	46036	18	46036
13	27861	23	27861
12	587	9	587
16	34286	16	34286
15	49472	20	49472
15	39105	24	39105
14	12352	20	12352
18	66951	20	66951
15	42811	19	42811
17	47087	19	47087
18	63595	22	63595
16	33496	23	33496
14	24284	14	24284
18	62448	22	62448
17	19934	24	19934
18	16815	21	16815
16	34760	20	34760
13	4048	20	4048
14	17830	17	17830
17	45952	23	45952
16	66667	22	66667
17	28697	21	28697
13	28104	16	28104
16	2838	14	2838
14	44512	19	44512
16	25772	20	25772
16	54066	21	54066
17	69767	28	69767
14	19682	21	19682
17	30102	24	30102
17	21438	19	21438
15	23894	25	23894
15	17210	12	17210
16	34531	27	34531
16	66681	23	66681
15	46883	23	46883
15	39984	24	39984
16	10290	22	10290
14	23969	18	23969
14	33578	19	33578
15	43785	27	43785
15	24604	15	24604
14	26025	22	26025
16	40070	26	40070
17	41419	25	41419
16	44118	20	44118
17	59248	24	59248
17	59440	27	59440
16	17136	22	17136
16	64297	18	64297
16	17543	26	17543
17	19973	16	19973
14	38808	18	38808
15	43315	18	43315
17	38574	25	38574
15	39348	15	39348
16	56844	28	56844
15	36364	18	36364
17	63241	25	63241
15	4053	20	4053
15	58387	22	58387
14	734	15	734
15	25867	22	25867
16	51006	25	51006
15	36156	22	36156
12	4974	20	4974
17	50646	26	50646
16	56293	27	56293
14	29577	14	29577
16	53023	16	53023
16	26362	20	26362
16	47347	20	47347
15	20159	16	20159
15	46831	13	46831
14	12947	26	12947
13	9598	17	9598
15	40319	21	40319
15	7243	23	7243
15	3493	14	3493
17	60291	23	60291
17	46050	20	46050
15	46807	33	46807
16	17033	22	17033
18	60976	25	60976
15	62506	16	62506
15	27339	14	27339
17	32098	24	32098
16	7929	16	7929
16	15725	14	15725
16	36221	17	36221
15	55014	21	55014
16	17943	24	17943
14	17226	15	17226
16	25730	20	25730
16	30451	35	30451
13	22199	28	22199
16	52727	25	52727
16	16743	17	16743
18	28128	24	28128
14	35749	26	35749
16	19456	18	19456
16	32259	22	32259
16	42639	17	42639
17	64772	24	64772
16	18209	24	18209
16	12957	19	12957
14	2014	17	2014
17	24416	25	24416
17	66632	18	66632
16	15391	20	15391
17	37364	26	37364
16	507	14	507
18	42729	23	42729
18	69461	16	69461
15	8435	16	8435
16	58453	27	58453
16	35682	24	35682
16	39800	23	39800
15	52748	18	52748
15	29259	24	29259
16	13198	17	13198
15	27810	22	27810
16	24608	19	24608
15	6292	22	6292
14	32289	25	32289
15	2099	16	2099
14	14114	19	14114
16	45319	17	45319
15	44737	18	44737
15	8886	24	8886
17	63527	22	63527
15	57693	24	57693
17	57251	27	57251
16	61579	18	61579
16	37292	17	37292
15	11666	17	11666
15	36437	20	36437
13	10275	24	10275
12	3408	17	3408
16	50152	18	50152
16	10781	23	10781
13	46136	23	46136
15	25964	23	25964
17	65568	27	65568
18	10941	18	10941
16	37997	26	37997
14	35367	27	35367
17	63688	17	63688
17	67256	16	67256
13	7248	19	7248
19	53237	22	53237
18	57353	15	57353
15	44914	23	44914
16	61626	23	61626
17	47818	19	47818
17	66584	29	66584
17	12715	16	12715
14	33055	18	33055
15	36462	18	36462
10	407	16	407
16	66658	24	66658
14	28040	26	28040
18	14050	9	14050
14	54675	21	54675
16	40828	18	40828
13	676	14	676
14	58083	26	58083
17	11457	21	11457
15	34218	25	34218
15	23295	26	23295
16	53376	18	53376
16	21510	15	21510
16	37643	24	37643
16	65094	24	65094
17	61549	27	61549
15	34898	22	34898
15	48693	21	48693
18	44785	25	44785
16	36314	14	36314
17	10664	16	10664
6	18	6	18
12	8165	19	8165
16	48642	25	48642
15	24188	21	24188
11	4748	16	4748
16	61356	21	61356
15	57242	25	57242
16	41210	20	41210
16	38114	27	38114
17	53899	26	53899
16	16429	14	16429
16	29191	26	29191
17	26656	17	26656
15	16999	21	16999
15	37225	34	37225
14	13405	13	13405
17	58735	22	58735
16	51048	26	51048
16	41820	30	41820
16	26635	18	26635
17	62297	21	62297
16	20512	17	20512
16	1420	14	1420
12	4963	24	4963
17	58435	26	58435
16	51332	28	51332
15	37076	25	37076
14	5519	15	5519
15	66674	26	66674
13	4783	12	4783
16	62761	20	62761
16	14235	23	14235
17	42897	20	42897
15	23011	23	23011
16	59836	19	59836
16	47764	20	47764
17	61584	22	61584
18	53306	19	53306
17	64591	22	64591
16	66374	22	66374
16	8168	22	8168
14	43254	31	43254
18	60826	23	60826
17	65201	22	65201
17	69888	16	69888
14	29474	26	29474
16	15713	15	15713
16	69475	21	69475
16	36094	19	36094
16	15768	15	15768
16	61401	25	61401
14	3169	16	3169
17	21286	18	21286
14	34426	20	34426
14	7952	18	7952
14	60398	16	60398
17	48661	16	48661
16	27200	25	27200
14	13409	19	13409
16	38496	17	38496
15	51315	28	51315
16	51344	26	51344
16	21111	19	21111
17	34620	15	34620
17	45935	15	45935
14	17484	15	17484
14	30454	26	30454
10	3614	14	3614
17	58306	20	58306
14	3707	13	3707
14	64439	17	64439
15	3594	17	3594
10	265	12	265
18	45570	23	45570
14	51253	23	51253
15	34700	16	34700
17	45044	17	45044
15	17346	16	17346
14	12796	18	12796
17	66866	19	66866
16	24457	19	24457
17	47222	15	47222
15	14854	17	14854
16	25882	14	25882
16	54720	25	54720
8	4614	19	4614
14	40729	21	40729
15	36034	13	36034
16	55958	19	55958
17	61839	17	61839
10	654	17	654
16	31892	24	31892
17	55674	20	55674
16	11929	16	11929
17	62345	20	62345
15	234	14	234
14	42403	22	42403
16	30078	22	30078
15	30092	21	30092
17	45996	28	45996
13	30342	21	30342
16	52013	22	52013
15	3600	13	3600
16	41394	22	41394
15	27057	24	27057
18	67297	23	67297
14	16204	17	16204
14	40515	17	40515
17	63425	24	63425
14	21683	22	21683
16	65658	23	65658
18	52755	21	52755
12	18487	13	18487
15	36386	17	36386
15	50796	18	50796
15	4576	25	4576
16	19441	19	19441
17	59039	29	59039
16	60250	23	60250
13	7722	23	7722
15	25889	17	25889
16	54307	25	54307
7	137	8	137
15	55966	33	55966
15	14398	16	14398
17	62660	20	62660
17	26084	20	26084
15	34053	23	34053
15	69819	25	69819
18	69733	23	69733
15	8616	11	8616
16	62374	13	62374
17	40247	19	40247
17	53988	21	53988
17	55799	21	55799
14	67861	23	67861
17	51456	26	51456
15	21035	26	21035
16	62699	16	62699
16	17842	25	17842
14	39823	23	39823
19	68769	16	68769
16	32533	12	32533
16	59018	26	59018
15	43336	20	43336
17	60268	22	60268
14	14906	19	14906
16	3995	21	3995
16	36756	18	36756
15	47224	21	47224
16	64744	20	64744
16	59240	19	59240
14	39883	19	39883
17	37506	26	37506
16	15324	11	15324
16	3935	13	3935
16	13676	20	13676
16	61408	28	61408
16	31654	25	31654
16	42889	19	42889
18	61848	17	61848
14	46286	18	46286
19	17101	18	17101
16	43303	24	43303
16	67321	26	67321
15	56152	18	56152
15	37496	21	37496
15	13495	22	13495
15	5998	16	5998
17	36265	25	36265
13	25461	15	25461
13	14882	19	14882
14	1634	15	1634
15	45149	26	45149
18	62892	27	62892
17	49143	22	49143
16	18257	19	18257
16	7496	21	7496
17	9997	18	9997
15	11392	24	11392
16	69171	27	69171
15	60283	17	60283
13	25067	22	25067
17	60578	18	60578
15	49184	15	49184
16	31116	12	31116
17	68583	27	68583
19	68425	23	68425
18	69315	22	69315
17	44869	19	44869
15	15525	16	15525
15	18970	22	18970
16	18541	18	18541
11	1676	9	1676
16	32817	18	32817
15	8387	17	8387
15	45433	25	45433
14	10199	17	10199
18	68907	29	68907
17	47067	21	47067
16	55347	20	55347
17	39958	11	39958
17	10841	17	10841
17	68663	19	68663
16	54727	24	54727
13	6159	16	6159
16	42470	17	42470
13	5329	18	5329
16	56702	27	56702
15	43888	19	43888
16	42259	26	42259
15	12237	24	12237
15	5004	14	5004
15	40841	18	40841
18	10661	17	10661
16	50670	18	50670
17	62061	20	62061
16	2538	19	2538
18	69639	26	69639
16	56953	21	56953
15	50565	24	50565
14	32456	21	32456
16	41691	20	41691
18	34590	21	34590
13	7888	14	7888
18	51890	26	51890
16	31306	21	31306
17	37236	18	37236
16	13902	18	13902
14	47615	17	47615
15	48077	22	48077
14	12565	20	12565
17	34038	18	34038
13	9155	17	9155
13	18723	19	18723
14	6809	20	6809
17	51624	23	51624
15	403	12	403
15	63510	21	63510
12	1863	17	1863
17	42661	19	42661
18	52099	26	52099
16	53218	14	53218
17	59854	20	59854
17	62759	17	62759
18	33888	24	33888
16	28266	22	28266
17	65296	17	65296
